unit_id,speed,date
7994,2928066.658823529412,2018-08-20 00:00:00
7994,2822244.296296296296,2018-08-27 00:00:00
7994,2837530.482352941176,2018-09-03 00:00:00
7994,2837715.964705882353,2018-09-10 00:00:00
7994,2819701.642857142857,2018-09-17 00:00:00
7994,2843703.423529411765,2018-09-24 00:00:00
7998,14225242.714285714286,2018-06-25 00:00:00
7998,14212804.292682926829,2018-07-02 00:00:00
7998,13677026.094339622642,2018-07-09 00:00:00
7998,13689598.000000000000,2018-07-16 00:00:00
7998,13184020.078947368421,2018-07-23 00:00:00
7998,12879186.790322580645,2018-07-30 00:00:00
7998,12611897.901408450704,2018-08-06 00:00:00
7998,12236737.225000000000,2018-08-13 00:00:00
7998,11860689.373134328358,2018-08-20 00:00:00
7998,12194614.373134328358,2018-08-27 00:00:00
7998,12132254.983050847458,2018-09-03 00:00:00
7998,11956156.784615384615,2018-09-10 00:00:00
7998,12777140.807692307692,2018-09-17 00:00:00
7998,12328981.641025641026,2018-09-24 00:00:00
8045,6667951.888888888889,2018-06-25 00:00:00
8045,10548978.870967741935,2018-07-02 00:00:00
8045,9473350.873015873016,2018-07-09 00:00:00
8045,10446146.222222222222,2018-07-16 00:00:00
8045,10794799.793103448276,2018-07-23 00:00:00
8045,10719634.029126213592,2018-07-30 00:00:00
8045,10816217.333333333333,2018-08-06 00:00:00
8045,10896726.096153846154,2018-08-13 00:00:00
8045,10937466.209523809524,2018-08-20 00:00:00
8045,11004003.384615384615,2018-08-27 00:00:00
8045,10905343.676190476190,2018-09-03 00:00:00
8045,10686292.650485436893,2018-09-10 00:00:00
8045,10442222.048076923077,2018-09-17 00:00:00
8045,10522628.000000000000,2018-09-24 00:00:00
8069,1318147.800000000000,2018-06-25 00:00:00
8069,1555182.398058252427,2018-07-02 00:00:00
8069,1849376.228571428571,2018-07-09 00:00:00
8069,1935137.275862068966,2018-07-16 00:00:00
8069,1404638.940298507463,2018-07-23 00:00:00
8069,2012566.165048543689,2018-07-30 00:00:00
8069,2006330.891089108911,2018-08-06 00:00:00
8069,1429245.880000000000,2018-08-13 00:00:00
8069,1819891.894736842105,2018-08-20 00:00:00
8069,1796390.809523809524,2018-08-27 00:00:00
8069,1244948.592592592593,2018-09-03 00:00:00
8069,1240370.250000000000,2018-09-10 00:00:00
8069,1989875.550561797753,2018-09-17 00:00:00
8069,1562106.242718446602,2018-09-24 00:00:00
8071,7087010.800000000000,2018-06-25 00:00:00
8071,6966968.970873786408,2018-07-02 00:00:00
8071,6937603.923076923077,2018-07-09 00:00:00
8071,7041255.428571428571,2018-07-16 00:00:00
8071,7014038.644230769231,2018-07-23 00:00:00
8071,6545617.981818181818,2018-07-30 00:00:00
8071,6953042.561904761905,2018-08-06 00:00:00
8071,6582838.839285714286,2018-08-13 00:00:00
8071,6621233.152380952381,2018-08-20 00:00:00
8071,6910523.000000000000,2018-08-27 00:00:00
8071,6783464.009900990099,2018-09-03 00:00:00
8071,6685827.605769230769,2018-09-10 00:00:00
8071,6790595.734177215190,2018-09-17 00:00:00
8071,6325162.858490566038,2018-09-24 00:00:00
8075,4973006.133333333333,2018-06-25 00:00:00
8075,4868927.776595744681,2018-07-02 00:00:00
8075,4906516.953488372093,2018-07-09 00:00:00
8075,4822455.965909090909,2018-07-16 00:00:00
8075,4902584.892857142857,2018-07-23 00:00:00
8075,4892234.494252873563,2018-07-30 00:00:00
8075,4919842.410256410256,2018-08-06 00:00:00
8075,4816123.977272727273,2018-08-13 00:00:00
8075,4772976.094117647059,2018-08-20 00:00:00
8075,4885244.011627906977,2018-08-27 00:00:00
8075,4904242.177777777778,2018-09-03 00:00:00
8075,4830617.633333333333,2018-09-10 00:00:00
8075,4972323.750000000000,2018-09-17 00:00:00
